RESET_CTRL0,0,1,CORE_RST,Writing a one activates the reset,0,w
RESET_CTRL0,1,1,PERIPH_RST,Writing a one activates the reset,0,w
RESET_CTRL0,2,1,MASTER_RST,Writing a one activates the reset,0,w
RESET_CTRL0,4,1,WWDT_RST,Writing a one to this bit has no effect,0,
RESET_CTRL0,5,1,CREG_RST,Writing a one to this bit has no effect,0,
RESET_CTRL0,8,1,BUS_RST,Writing a one activates the reset,0,w
RESET_CTRL0,9,1,SCU_RST,Writing a one activates the reset,0,w
RESET_CTRL0,13,1,M4_RST,Writing a one activates the reset,0,w
RESET_CTRL0,16,1,LCD_RST,Writing a one activates the reset,0,w
RESET_CTRL0,17,1,USB0_RST,Writing a one activates the reset,0,w
RESET_CTRL0,18,1,USB1_RST,Writing a one activates the reset,0,w
RESET_CTRL0,19,1,DMA_RST,Writing a one activates the reset,0,w
RESET_CTRL0,20,1,SDIO_RST,Writing a one activates the reset,0,w
RESET_CTRL0,21,1,EMC_RST,Writing a one activates the reset,0,w
RESET_CTRL0,22,1,ETHERNET_RST,Writing a one activates the reset,0,w
RESET_CTRL0,25,1,FLASHA_RST,Writing a one activates the reset,0,w
RESET_CTRL0,27,1,EEPROM_RST,Writing a one activates the reset,0,w
RESET_CTRL0,28,1,GPIO_RST,Writing a one activates the reset,0,w
RESET_CTRL0,29,1,FLASHB_RST,Writing a one activates the reset,0,w
RESET_CTRL1,0,1,TIMER0_RST,Writing a one activates the reset,0,w
RESET_CTRL1,1,1,TIMER1_RST,Writing a one activates the reset,0,w
RESET_CTRL1,2,1,TIMER2_RST,Writing a one activates the reset,0,w
RESET_CTRL1,3,1,TIMER3_RST,Writing a one activates the reset,0,w
RESET_CTRL1,4,1,RTIMER_RST,Writing a one activates the reset,0,w
RESET_CTRL1,5,1,SCT_RST,Writing a one activates the reset,0,w
RESET_CTRL1,6,1,MOTOCONPWM_RST,Writing a one activates the reset,0,w
RESET_CTRL1,7,1,QEI_RST,Writing a one activates the reset,0,w
RESET_CTRL1,8,1,ADC0_RST,Writing a one activates the reset,0,w
RESET_CTRL1,9,1,ADC1_RST,Writing a one activates the reset,0,w
RESET_CTRL1,10,1,DAC_RST,Writing a one activates the reset,0,w
RESET_CTRL1,12,1,UART0_RST,Writing a one activates the reset,0,w
RESET_CTRL1,13,1,UART1_RST,Writing a one activates the reset,0,w
RESET_CTRL1,14,1,UART2_RST,Writing a one activates the reset,0,w
RESET_CTRL1,15,1,UART3_RST,Writing a one activates the reset,0,w
RESET_CTRL1,16,1,I2C0_RST,Writing a one activates the reset,0,w
